floor,count_floors,rooms,square,district,price
2,10,2,54.0,138,12100000
6,25,2,56.4,140,14200000
6,25,2,56.4,140,14200000
6,16,2,53.6,141,15200000
6,12,2,58.0,141,15700000
6,16,2,53.6,141,15200000
6,12,2,58.0,141,15700000
5,6,2,59.1,142,25400000
6,21,2,41.0,142,43300000
6,8,2,94.0,142,127800000
3,9,2,41.2,142,21500000
5,6,2,59.1,142,25400000
6,8,2,94.0,142,127800000
